Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59
2,,,3912795,"Nuovissima pianta Roma = Nouveau plan de Rome = New plan of Rome = Neuer Stadtplan von Rom = Mapa de Roma, [between 1950 and 1959?]",Nuovissima pianta Roma = Nouveau plan de Rome = New plan of Rome = Neuer Stadtplan von Rom = Mapa de Roma,ita eng fre ger spa,[between 1950 and 1959?],,,,,,,,,,,,,,,,,236,,#1,,,,,,Nuovissima pianta = Nouveau plan = new plan = Neuer Stadtplan von = Mapa de Roma ,,,Enrico Verdesi,,,,,,ita,,,,,,,,,,,,,,,,,
2,,,3912804,"Nuovissima pianta Roma = Nouveau plan de Rome = New plan of Rome = Neuer Stadtplan von Rom = Mapa de Roma, 1955",Nuovissima pianta Roma = Nouveau plan de Rome = New plan of Rome = Neuer Stadtplan von Rom = Mapa de Roma,ita eng fre ger spa,,1955,,,,,,,,,,,,,,,,237,,#1,,,,,,Nuovissima pianta = Nouveau plan = New plan = Neuer Stadtplan = Mapa de Roma,,,Enrico Verdesi,,,,,,ita,,,,,,,,,,,,,,,,,
2,,,3913280,"Official Arrow city map cité de Québec et ses environs Québec, [between 1960 and 1969?]",Official Arrow city map cité de Québec et ses environs Québec,eng fre,[between 1960 and 1969?],,,,,,,,,,,,,,,,,226,,#1,,,,,,Québec et banlieue official Arrow city map = Quebec and vicinity official Arrow city map,,,R.L. Polk & Co.,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913281,"Official Arrow city map cité de Québec et ses environs Québec, [between 1960 and 1969?]",Official Arrow city map cité de Québec et ses environs Québec,eng fre,[between 1960 and 1969?],,,,,,,,,,,,,,,,,226,,#1,,,,,,Québec et banlieue = Quebec and vincinity,,,R.L. Polk & Co.,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3923717,"Official road map Mexico = Carta general de carreteras República Mexicana, 1935",Official road map Mexico = Carta general de carreteras República Mexicana,eng spa,,1935,,,,,,,,,,,,,,,,168,,#1,,,,,,Travel Republic of Mexico with Conoco,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3923721,"Official road map Mexico = Carta general de carreteras República Mexicana, 1933",Official road map Mexico = Carta general de carreteras República Mexicana,eng spa,,1933,,,,,,,,,,,,,,,,168,,#1,,,,,,Travel Republic of Mexico with Conoco,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913127,"Official road map of Quebec = Carte routière officielle de Quebec, 1942",Official road map of Quebec = Carte routière officielle de Quebec,eng fre,,1942,,,,,,,,,,,,,,,,163,,#1,,,,,,Shell map of Quebec,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913124,"Official road map province of Quebec = Carte routière officielle province de Quebec, [1935?]",Official road map province of Quebec = Carte routière officielle province de Quebec,eng fre,[1935?],,,,,,,,,,,,,,,,,163,,#1,,,,,,Shell road map Quebec,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913362,"Ontario, 1963",Ontario,eng fre,,1963,,,,,,,,,,,,,,,,164,,#1,,,,,,Ontario,,,"Gousha Maps of Canada, Ltd.",,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913363,"Ontario, 1963",Ontario,eng fre,,1963,,,,,,,,,,,,,,,,164,,#1,,,,,,Ontario,,,H.M. Gousha Company,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913370,"Ontario, 1971",Ontario,eng fre,,1971,,,,,,,,,,,,,,,,164,,#1,,,,,,"Ontario featuring city area maps of Hamilton, Ottawa and metropolitan Toronto",,,Grant-Mann Lithographers Ltd.,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913371,"Ontario, 1971",Ontario,eng fre,,1971,,,,,,,,,,,,,,,,164,,#1,,,,,,Ontario,,,H.M. Gousha Company,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913375,"Ontario, 1985",Ontario,eng fre,,1985,,,,,,,,,,,,,,,,164,,#1,,,,,,Ontario,,,Allmaps Canada Ltd.,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913361,"Ontario ; Northern Ontario = Nord de l'Ontario, 1963",Ontario ; Northern Ontario = Nord de l'Ontario,eng fre,,1963,,,,,,,,,,,,,,,,164,,#1,,,,,,Ontario,,,H.M. Gousha Company,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913368,"Ontario ; Northern Ontario = Nord de l'Ontario, 1969",Ontario ; Northern Ontario = Nord de l'Ontario,eng fre,,1969,,,,,,,,,,,,,,,,164,,#1,,,,,,Ontario,,,H.M. Gousha Company,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913308,"Ontario, Canada 1982/83 Official road map, 1982","Ontario, Canada 1982/83 Official road map",eng fre,,1982,,,,,,,,,,,,,,,,227,,#1,,,,,,"Ontario, Canada 1982/83 official road map",,,Ministry of Transportation and Communications,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913420,"Ottawa & environs, 1963",Ottawa & environs ,eng fre,,1963,,,,,,,,,,,,,,,,227,,#1,,,,,,NCC map of Ottawa = Carte d'Ottawa CCN,,,National Capital Commission,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913421,"Ottawa & environs, 1961",Ottawa & environs ,eng fre,,1961,,,,,,,,,,,,,,,,227,,#1,,,,,,NCC map of Ottawa = Carte d'Ottawa CCN,,,National Capital Commission,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913447,"Ottawa and vicinity = Ottawa et environs, 1963",Ottawa and vicinity = Ottawa et environs,eng fre,,1963,,,,,,,,,,,,,,,,165,,#1,,,,,,Ottawa,,,Rolph Clark Stone Ltd.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913449,"Ottawa and vicinity = Ottawa et environs, 1968",Ottawa and vicinity = Ottawa et environs,eng fre,,1968,,,,,,,,,,,,,,,,165,,#1,,,,,,Ottawa,,,Rolph Clark Stone Ltd.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913438,"Ottawa bus routes = Lignes d'autobus, [between 1950 and 1959?]",Ottawa bus routes = Lignes d'autobus,eng,[between 1950 and 1959?],,,,,,,,,,,,,,,,,165,,#1,,,,,,,,,Rapid Grip and Batten Limited,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3912423,"Panorama over Bergen fra Fløien ; Kart over Bergen og Fløifjellet, 1933",Panorama over Bergen fra  Fløien ; Kart over Bergen og Fløifjellet,Nor eng ger,,1933,,,,,,,,,,,,,,,,233,,#1,,,,,,Utsikt over Bergen fra Fløibanen = View of Bergen from Fløibanen = Aussicht über Bergen von Fløibanen,,,Leif Riim,,,,,,nor,,,,,,,,,,,,,,,,,
2,,,3912672,"Paris plan de ville = Paris town map = Paris Stadtplan, [1961?]",Paris plan de ville = Paris town map = Paris Stadtplan,Fre eng ger,[1961?],,,,,,,,,,,,,,,,,235,,#1,,,,,,Paris map = Paris plan,,,Hallwag,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3923783,"Parques nacionales y otras areas proteguidas de Costa Rica, 1999",Parques nacionales y otras areas proteguidas de Costa Rica,eng spa,,1999,,,,,,,,,,,,,,,,169,,#1,,,,,,National parks and other protected areas of Costa Rica,,,Costa Rica. Instituto Geografico Nacional,,,,,,spa,,,,,,,,,,,,,,,,,
2,,,3913120,"Partie occidentale Québec western part 1964/ Partie orientale Québec eastern part 1964, 1964",Partie occidentale Québec western part 1964/ Partie orientale Québec eastern part 1964,eng fre,,1964,,,,,,,,,,,,,,,,163,,#1,,,,,,Québec,,,General Drafting Company,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913273,"Partie oriental Quebec eastern part 1955 ; Partie occidental Quebec western part 1955, 1955",Partie oriental Quebec eastern part 1955 ; Partie occidental Quebec western part 1955,eng fre,,1955,,,,,,,,,,,,,,,,226,,#1,,,,,,Quebec,,,General Drafting Company,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913110,"Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1950, 1950",Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1950,eng fre,,1950,,,,,,,,,,,,,,,,225,,#1,,,,,,Quebec,,,General Drafting Company,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913115,"Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1951, 1951",Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1951,eng fre,,1951,,,,,,,,,,,,,,,,225,,#1,,,,,,Quebec road map,,,General Drafting Company,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913133,"Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1951, 1951",Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1951,eng fre,,1951,,,,,,,,,,,,,,,,225,,#1,,,,,,Quebec road map,,,General Drafting Company,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913114,"Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1952, 1952",Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1952,eng fre,,1952,,,,,,,,,,,,,,,,225,,#1,,,,,,Quebec road map,,,General Drafting Company,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913113,"Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1953, 1948",Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1953,eng fre,,1948,,,,,,,,,,,,,,,,225,,#1,,,,,,Quebec,,,General Drafting Company,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913109,"Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1954, 1954",Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1954,eng fre,,1954,,,,,,,,,,,,,,,,225,,#1,,,,,,Quebec,,,General Drafting Company,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913107,"Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1955, 1955",Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1955,eng fre,,1955,,,,,,,,,,,,,,,,225,,#1,,,,,,Quebec,,,General Drafting Company,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913135,"Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1955, 1955",Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1955,eng fre,,1955,,,,,,,,,,,,,,,,225,,#1,,,,,,Quebec,,,General Drafting Company,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913158,"Partie orientale Quebec eastern part 1957 ; Partie occidental Quebec western part 1957, 1957",Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1957,eng fre,,1957,,,,,,,,,,,,,,,,163,,#1,,,,,,Quebec,,,General Drafting Company,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913117,"Partie orientale Quebec eastern part 1956 ; Partie occidental Quebec western part 1956, 1956",Partie orientale Quebec eastern part 1956 ; Partie occidental Quebec western part 1956,eng fre,,1956,,,,,,,,,,,,,,,,163,,#1,,,,,,Quebec,,,General Drafting Company,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913122,"Partie orientale Quebec eastern part ; Partie occidental Quebec western part 1957, 1957",Partie orientale Quebec eastern part 1957 ; Partie occidental Quebec western part 1957,eng fre,,1957,,,,,,,,,,,,,,,,163,,#1,,,,,,Quebec,,,General Drafting Company,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913118,"Partie orientale Quebec eastern part 1958 ; Partie occidental Quebec western part 1958, 1958",Partie orientale Quebec eastern part 1958 ; Partie occidental Quebec western part 1958,eng fre,,1958,,,,,,,,,,,,,,,,163,,#1,,,,,,Quebec,,,General Drafting Company,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913121,"Partie orientale Quebec eastern part 1958 ; Partie occidental Quebec western part 1958, 1958",Partie orientale Quebec eastern part 1958 ; Partie occidental Quebec western part 1958,eng fre,,1958,,,,,,,,,,,,,,,,163,,#1,,,,,,Quebec,,,General Drafting Company,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913144,"Partie orientale Québec eastern part 1964 ; Partie occidental Québec western part 1964, 1964",Partie orientale Québec eastern part 1964 ; Partie occidental Québec western part 1964,eng fre,,1964,,,,,,,,,,,,,,,,163,,#1,,,,,,Québec,,,General Drafting Company,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913145,"Partie orientale Québec eastern part 1965 ; Partie occidental Qubec western part 1965, 1965",Partie orientale Québec eastern part 1965 ; Partie occidental Qubec western part 1965,eng fre,,1965,,,,,,,,,,,,,,,,163,,#1,,,,,,Québec,,,General Drafting Company,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3912807,"Pianta della città di Roma e dintorni, [between 1910 and 1919?]",Pianta della città di Roma e dintorni,ita fre,[between 1910 and 1919?],,,,,,,,,,,,,,,,,237,,#1,,,,,,Città di Roma e dintorni = Plan der Stadt Rom und Umgebung = Rome et ses environs = Rome and its environs,,,Carlo Marrè Antonelli,,,,,,ita,,,,,,,,,,,,,,,,,
2,,,3913177,"Plan [Montréal], 1949",Plan [Montréal],eng fre,,1949,,,,,,,,,,,,,,,,226,,#1,,,,,,,,,Paul Gauthier,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913178,"Plan [Montréal], 1949",Plan [Montréal],eng fre,,1949,,,,,,,,,,,,,,,,226,,#1,,,,,,,,,Paul Gauthier,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3912376,"Plan de Bruxelles = Map of Brussels = Plan van Brussel = Plan von Brüssels, [between 1946-1954?]",Plan de Bruxelles = Map of Brussels = Plan van Brussel = Plan von Brüssels,Fre eng dut ger,[between 1946-1954?],,,,,,,,,,,,,,,,,158,,#1,,,,,,,,,A. de Boeck,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913256,"Plan de la cité de Québec, [between 1950 and 1959?]",Plan de la cité de Québec,eng fre,[between 1950 and 1959?],,,,,,,,,,,,,,,,,226,,#1,,,,,,Tourist map of Québec = plan touristique de Québec,,,Quebec Municipal Tourist Bureau,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913257,"Plan de la cité de Québec, [between 1960 and 1969?]",Plan de la cité de Québec,eng fre,[between 1960 and 1969?],,,,,,,,,,,,,,,,,226,,#1,,,,,,Tourist map of Québec = plan touristique de Québec,,,Quebec Municipal Tourist Bureau,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913259,"Plan de la cité de Québec, [between 1940 and 1949?]",Plan de la cité de Québec,eng fre,[between 1940 and 1949?],,,,,,,,,,,,,,,,,226,,#1,,,,,,Tourist map and street guide of Quebec City Quebec ,,,Croydon Publishing Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913263,"Plan de la cité de Québec, [between 1950 and 1959?]",Plan de la cité de Québec,eng fre,[between 1950 and 1959?],,,,,,,,,,,,,,,,,226,,#1,,,,,,Tourist map of Québec = Plan touristique de Québec,,,Quebec Municipal Tourist Bureau,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913264,"Plan de la cité de Québec, [between 1950 and 1959?]",Plan de la cité de Québec,eng fre,[between 1950 and 1959?],,,,,,,,,,,,,,,,,226,,#1,,,,,,Tourist map of Québec = Plan touristique de Québec,,,Quebec Municipal Tourist Bureau,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913270,"Plan de la cité de Québec, [between 1950 and 1959?]",Plan de la cité de Québec,eng fre,[between 1950 and 1959?],,,,,,,,,,,,,,,,,226,,#1,,,,,,Tourist map of Québec = plan touristique de Québec,,,Quebec Municipal Tourist Bureau,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913271,"Plan de la cité de Québec, [between 1950 and 1959?]",Plan de la cité de Québec,eng fre,[between 1950 and 1959?],,,,,,,,,,,,,,,,,226,,#1,,,,,,Tourist map of Québec = plan touristique de Québec,,,Quebec Municipal Tourist Bureau,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913272,"Plan de la cité de Québec, [between 1950 and 1959?]",Plan de la cité de Québec,eng fre,[between 1950 and 1959?],,,,,,,,,,,,,,,,,226,,#1,,,,,,Tourist map of Québec = plan touristique de Québec,,,Quebec Municipal Tourist and Industry Bureau,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913275,"Plan de la cité de Québec, [between 1960 and 1969?]",Plan de la cité de Québec,eng fre,[between 1960 and 1969?],,,,,,,,,,,,,,,,,226,,#1,,,,,,Plan touristique Québec = Québec tourist map,,,Quebec Municpal Tourist Bureau,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913276,"Plan de la cité de Québec, [between 1960 and 1969?]",Plan de la cité de Québec,eng fre,[between 1960 and 1969?],,,,,,,,,,,,,,,,,226,,#1,,,,,,Plan touristique Québec = Québec tourist map,,,Quebec Municipal Tourist Bureau,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913277,"Plan de la cité de Québec, [between 1960 and 1969?]",Plan de la cité de Québec,eng fre,[between 1960 and 1969?],,,,,,,,,,,,,,,,,226,,#1,,,,,,Plan touristique Québec = Québec tourist map,,,Quebec Municipal Tourist Bureau,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913287,"Plan de la cité de Québec, 1968",Plan de la cité de Québec,eng fre,[1963?],,,,,,,,,,,,,,,,,164,,#1,,,,,,Plan touristique Québec = Québec tourist map,,,Quebec Municipal Tourist Bureau,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913289,"Plan de la cité de Québec, 1969",Plan de la cité de Québec,eng fre,,1968,,,,,,,,,,,,,,,,164,,#1,,,,,,Plan touristique Québec tourist map,,,Quebec Municipal Tourist Bureau,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913283,"Plan de la cité de Québec, [1963?]",Plan de la cité de Québec,eng fre,,1969,,,,,,,,,,,,,,,,164,,#1,,,,,,Plan touristique Québec = Québec tourist map,,,Office Municipal du Tourisme,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913303,"Plan de la cité de Trois-Rivières, 1950",Plan de la cité de Trois-Rivières ,eng fre,,1950,,,,,,,,,,,,,,,,164,,#1,,,,,,"Visitez Trois-Rivières province de Québec = Visit Trois-Rivières province de Québec, Canada",,,Georges Heroux,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913305,"Carte des cités des Trois-Rivières et du Cap-de-la-Madeleine Québec, [between 1950 and 1959?]",Plan de la ville de Trois-Rivières ,eng fre,[between 1950 and 1959?],,,,,,,,,,,,,,,,,164,,#1,,,,,,"Visit historic Trois-Rivières province of Quebec, Canada",,,Georges Heroux,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3912793,"Plan de Rome = Map of Rome, [approximately 1960?]",Plan de Rome = Map of Rome,Fre eng,[approximately 1960?],,,,,,,,,,,,,,,,,161,,#1,,,,,,,,,G.Paglia,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913292,"Plan general de la cité de St-Hyacinthe et du grand St-Hyacinthe = General plan of the city of St-Hyacinthe and of the greater St-Hyacinthe, 1958",Plan general de la cite de St-Hyacinthe et du grand St-Hyacinthe = General plan of the city of St-Hyacinthe and of the greater St-Hyacinthe ,eng fre,,1958,,,,,,,,,,,,,,,,164,,#1,,,,,,,,,B. Desnoyers,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913297,"Plan general de la cite de St-Hyacinthe et du grand St-Hyacinthe = General plan of the city of St-Hyacinthe and of the greater St-Hyacinthe, 1958",Plan general de la cité de St-Hyacinthe et du grand St-Hyacinthe = General plan of the city of St-Hyacinthe and of the greater St-Hyacinthe ,eng fre,,1958,,,,,,,,,,,,,,,,226,,#1,,,,,,,,,B. Desnoyers,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913197,"Plan touristic Montreal = Plan Montreal touristique, [between 1950 and 1959?]",Plan touristic Montreal = Plan Montreal touristique,eng fre,[between 1950 and 1959?],,,,,,,,,,,,,,,,,163,,#1,,,,,,Montreal,,,Montreal Tourist & Convention Bureau Inc.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3912368,"Plan van Antwerpen en grote omgeving, [approximately 1962?]",Plan van Antwerpen en grote omgeving,Dut fre,[approximately 1962?],,,,,,,,,,,,,,,,,233,,#1,,,,,,Plan van Antwerpen en grote omgeving  = Plan d'Anvers et de la grande banlieue,,,R. de Rouck,,,,,,dut,,,,,,,,,,,,,,,,,
2,,,3923795,"Plano de Barranquilla, 1933",Plano de Barranquilla,eng spa,,1933,,,,,,,,,,,,,,,,169,,#1,,,,,,Guia de turismo de Barranquilla = Tourist guide of Barranquilla,,,Colombia Ministerios de Industrias,,,,,,spa,,,,,,,,,,,,,,,,,
2,,,3923796,"Plano de Cartagena = City-plan of Cartagena, [between 1950 and 1959]",Plano de Cartagena = City-plan of Cartagena,eng spa,[between 1950 and 1959],,,,,,,,,,,,,,,,,229,,#1,,,,,,Guia de turismo de Cartagena = Tourist guide of Cartagena,,,Ministerio de Industrias,,,,,,spa,,,,,,,,,,,,,,,,,
2,,,3912732,"Plano de Granada : vista panoramica, [between 1930 and 1939?]",Plano de Granada : vista panoramica,Spa fre eng,[between 1930 and 1939?],,,,,,,,,,,,,,,,,160,,#1,,,,,,Granada plano - carte - mar,,,Arpem,,,,,,spa,,,,,,,,,,,,,,,,,
2,,,3912721,"Plano-guía Barcelona, [between 1950 and 1959?]",Plano-guía Barcelona,Spa eng fre ger,[between 1950 and 1959?],,,,,,,,,,,,,,,,,160,,#1,,,,,,Plano-guía Barcelona,,,Almacenes Jorba,,,,,,spa,,,,,,,,,,,,,,,,,
2,,,3912375,"Plan-Pharus : Bruxelles, [between 1920 and 1929?]",Plan-Pharus : Bruxelles,Fre ger,[between 1920 and 1929?],,,,,,,,,,,,,,,,,233,,#1,,,,,,Pharus-Plan : Brüssel,,,Pharus Verlag G.m.b.H.,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3912473,"Poland = Polska, 1942",Poland = Polska,Eng pol,,1942,,,,,,,,,,,,,,,,233,,#1,,,,,,,,,C. S. Hammond & Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3912465,"Porvoo Borgå, 1991",Porvoo Borgå,fin swe eng,,1991,,,,,,,,,,,,,,,,159,,#1,,,,,,,,,Porvoo City Tourist Office,,,,,,fin,,,,,,,,,,,,,,,,,
2,,,3913065,"Prince Edward Island Canada official tourist map = Prince Edward Island Canada carte touristique officielle, 1981",Prince Edward Island Canada official tourist map = Prince Edward Island Canada carte touristique officielle,eng fre,,1981,,,,,,,,,,,,,,,,162,,#1,,,,,,Feel our warmth Prince Edward Island Canada official tourist map 1981 = Notre chaleur et vous Iles-du-Prince-Edouard carte touristique officielle 1981,,,Prince Edward Island Tourist Information Centre,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913128,"Province de Québec Canada = Province of Québec Canada, 1943",Province de Québec Canada = Province of Québec Canada,eng fre,,1943,,,,,,,,,,,,,,,,225,,#1,,,,,,Province de Québec carte routière et touristique highway and tourist map,,,Office du tourisme de la Province of Québec = Province de Québec Tourist Bureau,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913106,"Québec, 1967",Québec,eng fre,,1967,,,,,,,,,,,,,,,,163,,#1,,,,,,Québec,,,General Drafting Company,,,,,,fre,,,,,,,,,,,,,,,,,
