Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59
2,,,3913116,"Québec, 1967",Québec,eng fre,,1967,,,,,,,,,,,,,,,,163,,#1,,,,,,Québec expo67,,,General Drafting Company,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913119,"Québec, 1969",Québec,eng fre,,1969,,,,,,,,,,,,,,,,163,,#1,,,,,,Québec,,,General Drafting Company,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913123,"Québec, 1971 - 1972",Québec,eng fre,,1971,,,1972,,,,,,,,,,,,,163,,#1,,,,,,Quebec '71-'72,,,Grant-Mann Lithographers Limited.,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913137,"Québec, 1959",Québec,eng fre,,1959,,,,,,,,,,,,,,,,163,,#1,,,,,,See Quebec with White Rose,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913139,"Québec, 1960",Québec,eng fre,,1960,,,,,,,,,,,,,,,,163,,#1,,,,,,Shell map of Quebec,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913141,"Québec, 1961",Québec,eng fre,,1961,,,,,,,,,,,,,,,,163,,#1,,,,,,Shell map of Quebec,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913147,"Québec, 1967",Québec,eng fre,,1967,,,,,,,,,,,,,,,,163,,#1,,,,,,Québec,,,Rolph-Clark-Stone Limited,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913149,"Québec, 1970",Québec,eng fre,,1970,,,,,,,,,,,,,,,,163,,#1,,,,,,Québec,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913151,"Québec, 1971",Québec,eng fre,,1971,,,,,,,,,,,,,,,,163,,#1,,,,,,Québec,,,Grant-Mann Lithographers Limited.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913153,"Québec, 1971",Québec,eng fre,,1971,,,,,,,,,,,,,,,,163,,#1,,,,,,Québec,,,Rolph-McNally Limited,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913157,"Québec, 1985",Québec,eng fre,,1985,,,,,,,,,,,,,,,,163,,#1,,,,,,Québec Canada,,,Allmaps Canada Limited,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913150,"Québec, 1971",Québec ,eng fre,,1971,,,,,,,,,,,,,,,,225,,#1,,,,,,Routes du Québec,,,Québec (Province). Department of Roads,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913255,"Québec, [1995?]",Québec   ,eng fre,[1995?],,,,,,,,,,,,,,,,,164,,#1,,,,,,Québec & environs plain urbain = Québec & environs city map,,,Distribution AL,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913262,"Québec, 1922",Québec   ,eng fre,,1922,,,,,,,,,,,,,,,,164,,#1,,,,,,,,,[publisher not indentified],,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913143,"Québec ; Maritime Provinces, 1963",Québec ; Maritime Provinces,eng fre,,1963,,,,,,,,,,,,,,,,163,,#1,,,,,,Quebec and Maritime Provinces,,,H.M. Gousha Company,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913148,"Québec ; Maritime Provinces, 1970",Québec ; Maritime Provinces,eng fre,,1970,,,,,,,,,,,,,,,,163,,#1,,,,,,Quebec and Maritime Provinces,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913156,"Québec a la carte, 1981",Québec a la carte,eng fre,,1981,,,,,,,,,,,,,,,,225,,#1,,,,,,Québec à la carte,,,Québec (Province). Ministère des transports. Division de la cartographie,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913282,"Quebec and vicinity, 1961",Quebec and vicinity,eng fre,,1961,,,,,,,,,,,,,,,,164,,#1,,,,,,Quebec City,,,Rolph-Clark-Stone Limited ,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913260,"Quebec and vicinity = Quebec et environs, 1962",Quebec and vicinity = Quebec et environs,eng fre,,1962,,,,,,,,,,,,,,,,226,,#1,,,,,,Perly's 6 in 1 map of Québec City = Perly's 6 en 1 carte de la ville Québec,,,Rolph-Clark-Stone Limited,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913253,"Québec et environs = Québec and vicinity, 1965",Québec et environs = Québec and vicinity,eng fre,,1965,,,,,,,,,,,,,,,,164,,#1,,,,,,Quebec City,,,Rolph-Clark-Stone Limited,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913285,"Québec et environs = Québec and vicinity, 1964",Québec et environs = Québec and vicinity,eng fre,,1964,,,,,,,,,,,,,,,,164,,#1,,,,,,Cité de Québec ,,,Rolph-Clark-Stone Limited ,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913288,"Québec et environs = Québec and vicinity, 1968",Québec et environs = Québec and vicinity,eng fre,,1968,,,,,,,,,,,,,,,,164,,#1,,,,,,Cité de Québec ,,,Rolph-Clark-Stone Limited ,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913146,"Québec les routes, 1967",Québec les routes,eng fre,,1967,,,,,,,,,,,,,,,,225,,#1,,,,,,Québec les routes,,,Fernand J. Lafontaine,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913286,"Québec les routes, [1967?]",Québec les routes,eng fre,[1967?],,,,,,,,,,,,,,,,,226,,#1,,,,,,Québec les routes,,,Dessin Général inc,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913298,"Queen city of southern Quebec Sherbrooke = Sherbrooke la reine des cantons de l'est, 1948",Queen city of southern Quebec Sherbrooke = Sherbrooke la reine des cantons de l'est,eng fre,,1948,,,,,,,,,,,,,,,,164,,#1,,,,,,Sherbrooke the queen city of the eastern townships the electric city = Sherbrooke la reine des cantons de l'est la ville eletrique,,,J. Chocotê ,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913300,"Queen city of southern Quebec Sherbrooke = Sherbrooke la reine des cantons de l'est, 1958",Queen city of southern Quebec Sherbrooke = Sherbrooke la reine des cantons de l'est,eng fre,,1958,,,,,,,,,,,,,,,,164,,#1,,,,,,Sherbrooke the queen city of the eastern townships the electric city = Sherbrooke la reine des cantons de l'est la ville eletrique,,,M.A. Fuller,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3912462,"Raitiolinjakartta = Sparvagslinjekarta, 1991",Raitiolinjakartta = Sparvagslinjekarta,Fin swe,,1991,,,,,,,,,,,,,,,,159,,#1,,,,,,,,,Kaupunkimittausosasto,,,,,,fin,,,,,,,,,,,,,,,,,
2,,,3912585,"Reise- und Verkehrskarte der Schweiz, [between 1920 and 1929?]",Reise- und Verkehrskarte der Schweiz ,Ger fre,[between 1920 and 1929?],,,,,,,,,,,,,,,,,234,,#1,,,,,,Reise- und Verkehrskarte der Schweiz = Carte routière de la Suisse.,,,Kümmerly & Frey,,,,,,ger,,,,,,,,,,,,,,,,,
2,,,3923645,"Republica Dominica, 2000",Republica Dominica,eng fre ger ita spa,,2000,,,,,,,,,,,,,,,,229,,#1,,,,,,República Dominicana mapa turistico = Dominican Republic tourist map,,,"Publicaciones Triunfo, S.A.",,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3923641,"República Dominicana, 1977",República Dominicana,eng spa,,1977,,,,,,,,,,,,,,,,168,,#1,,,,,,Dominican Republic road map = La república Dominicana,,,General Drafting Company,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3923811,"Rio guide, [between 1970 and 1979?]",Rio guide,eng spa,[between 1970 and 1979?],,,,,,,,,,,,,,,,,169,,#1,,,,,,,,,H. Stern Jewellers,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3923732,"Road map of Mexico = Carta de carreteras de Mexico, 1955",Road map of Mexico = Carta de carreteras de Mexico,eng spa,,1955,,,,,,,,,,,,,,,,169,,#1,,,,,,Mexico points of interest and touring map,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3912796,"Roma : pianta = Roma : plan = Roma : town map = Roma : Stadtplan, 1970",Roma : pianta = Roma : plan = Roma : town map = Roma : Stadtplan,Ita fre eng ger,,1970,,,,,,,,,,,,,,,,236,,#1,,,,,,Roma : pianta = Roma : plan = Roma : map,,,Hallwag,,,,,,ita,,,,,,,,,,,,,,,,,
2,,,3913154,"Routes du Québec 1974, 1974",Routes du Québec 1974,eng fre,,1974,,,,,,,,,,,,,,,,225,,#1,,,,,,Routes du Québec 1974,,,Québec (Province). Department of Transport,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3912466,"Savonlinna, [1987, reprint 1991?]",Savonlinna,Fin swe eng ger,"[1987, reprint 1991?]",1987,,,,,,,,,,,,,,,,159,,#1,,,,,,,,,Savonlinna Tourist Office ; Kiinteisto ja mittausosasto,,,,,,fin,,,,,,,,,,,,,,,,,
2,,,3912574,"Schweiz : autokarte = Suisse : carte routiere = Svizzera : carta stradale, [1963?]",Schweiz : autokarte =  Suisse : carte routiere = Svizzera : carta stradale,Ger fre ita,[1963?],,,,,,,,,,,,,,,,,160,,#1,,,,,,,,,Kümmerly & Frey,,,,,,ger,,,,,,,,,,,,,,,,,
2,,,3912570,"Schweiz = Suisse = Switzerland, 1948",Schweiz = Suisse = Switzerland,Ger fre eng,,1948,,,,,,,,,,,,,,,,160,,#1,,,,,,Schweiz = Suisse = Switzerland,,,Standard-Produits des Huiles Minérales S.A.,,,,,,ger,,,,,,,,,,,,,,,,,
2,,,3912571,"Schweiz = Suisse = Switzerland, 1949",Schweiz = Suisse = Switzerland,Ger fre eng,,1949,,,,,,,,,,,,,,,,160,,#1,,,,,,Schweiz = Suisse = Switzerland,,,Standard-Produits des Huiles Minérales S.A.,,,,,,ger,,,,,,,,,,,,,,,,,
2,,,3912572,"Schweiz = Suisse = Switzerland, 1948",Schweiz = Suisse = Switzerland,Ger fre eng,,1948,,,,,,,,,,,,,,,,160,,#1,,,,,,Schweiz = Suisse = Switzerland,,,Standard-Produits des Huiles Minérales S.A.,,,,,,ger,,,,,,,,,,,,,,,,,
2,,,3912573,"Schweiz = Suisse = Switzerland, 1959",Schweiz = Suisse = Switzerland,Ger fre eng,,1959,,,,,,,,,,,,,,,,160,,#1,,,,,,Schweiz = Suisse = Switzerland,,,Esso Standard (Switzerland),,,,,,ger,,,,,,,,,,,,,,,,,
2,,,3912586,"Schweiz = Suisse = Switzerland = Svizzera, 1958",Schweiz = Suisse = Switzerland = Svizzera,Ger fre eng ita,,1958,,,,,,,,,,,,,,,,234,,#1,,,,,,,,,Otto M. Müller,,,,,,ger,,,,,,,,,,,,,,,,,
2,,,3912860,"Shell touring Hellas, 1964",Shell touring Hellas,Gre eng fre ita ger,,1964,,,,,,,,,,,,,,,,237,,#1,,,,,,,,,K. Florias - Th. Dimosthenus,,,,,,gre,,,,,,,,,,,,,,,,,
2,,,3912861,"Shell touring Hellas, 1964",Shell touring Hellas,Gre eng fre ita ger,,1964,,,,,,,,,,,,,,,,237,,#1,,,,,,Shell touring  Hellas,,,K. Florias - Th. Dimosthenus,,,,,,gre,,,,,,,,,,,,,,,,,
2,,,3913301,"Sherbrooke 1968, 1968",Sherbrooke 1968,eng fre,,1968,,,,,,,,,,,,,,,,164,,#1,,,,,,Cite de Sherbrooke = City of Sherbrooke,,,Office Municipal du Tourisme = Municipal Tourist Information Office,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913302,"Sherbrooke 1969, 1969",Sherbrooke 1969,eng fre,,1969,,,,,,,,,,,,,,,,164,,#1,,,,,,Reine des cantons de l'est Sherbrooke = Sherbrooke the queen city of the eastern townships,,,Office Municipal du Tourisme = Municipal Tourist Information Office,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3912924,"Singapore, 1985",Singapore,Eng jpn,,1985,,,,,,,,,,,,,,,,238,,#1,,,,,,Map of Singapore = ガ マップ オブ シンガポール,,,Koon Wah Printing Pte. Ltd.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3912927,"Singapore visitor map, 1990",Singapore visitor map ,Eng jpn,,1990,,,,,,,,,,,,,,,,238,,#1,,,,,,,,,Singapore Visitor,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913379,"South-Central Ontario = Centre-Sud de l'Ontario, 1981",South-Central Ontario = Centre-Sud de l'Ontario,eng fre,,1981,,,,,,,,,,,,,,,,227,,#1,,,,,,Ontario yours to discover! official road map 1980/81,,,Ontario Ministry of Transportation and Communications,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3912442,"Stockholm, 1958",Stockholm,Swe eng,,1958,,,,,,,,,,,,,,,,233,,#1,,,,,,Map of Stockholm,,,Turisttrafikföreningen för Stockholms Stad och Stockholms Län = Tourist Traffic Society of Stockholm City and County,,,,,,swe,,,,,,,,,,,,,,,,,
2,,,3912443,"Stockholm, 1958",Stockholm,Swe eng,,1958,,,,,,,,,,,,,,,,233,,#1,,,,,,Map of Stockholm,,,Turisttrafikföreningen för Stockholms Stad och Stockholms Län = Tourist Traffic Society of Stockholm City and County,,,,,,swe,,,,,,,,,,,,,,,,,
2,,,3912441,"Stockholm med ytterområden = Stockholm and its environs = Stockholm mit Aussenbezirken = Stockholm y compris les quartiers de la périphérie, 1952",Stockholm med ytterområden = Stockholm and its environs = Stockholm mit Aussenbezirken = Stockholm y compris les quartiers de la périphérie,Swe eng ger fre,,1952,,,,,,,,,,,,,,,,233,,#1,,,,,,Karta över Stockholm,,,Stockholm Tourist Association,,,,,,swe,,,,,,,,,,,,,,,,,
2,,,3912444,"Stockholm med ytterområden = Stockholm and its environs = Stockholm mit Aussenbezirken = Stockholm y compris les quartiers de la périphérie, 1964",Stockholm med ytterområden = Stockholm and its environs = Stockholm mit Aussenbezirken = Stockholm y compris les quartiers de la périphérie,Swe eng ger fre,,1964,,,,,,,,,,,,,,,,233,,#1,,,,,,Stockholm,,,Stockholms Turisttrafikförbund  = Stockholm Tourist Association,,,,,,swe,,,,,,,,,,,,,,,,,
2,,,3912446,"Stockholms Omgifningar = Environs of Stockholm = Umgebungen von Stockholm, 1913",Stockholms Omgifningar = Environs of Stockholm = Umgebungen von Stockholm,Swe eng ger,,1913,,,,,,,,,,,,,,,,233,,#1,,,,,,Atlas-guide : Stockholm,,,Tourist Traffic Society of Stockholm,,,,,,swe,,,,,,,,,,,,,,,,,
2,,,3912818,"Strassen - und Reisekarte Österreich = Austria = Autriche ; Wien = Vienna = Vienne ; Wien Innere Stadt = Vienna Inner City = Vienna città cecchia = Vienne centre de la ville, [between 1970 and 1979?]",Strassen - und Reisekarte Österreich = Austria = Autriche ; Wien = Vienna = Vienne ; Wien Innere Stadt = Vienna Inner City = Vienna città cecchia = Vienne centre de la ville,Ger eng fre ita,[between 1970 and 1979?],,,,,,,,,,,,,,,,,161,,#1,,,,,,Österriechische Länderbank,,,Platzer & Co. ; Freytag-Berndt u. Artaria,,,,,,ger,,,,,,,,,,,,,,,,,
2,,,3912486,"Straßenzustandskarte von Deutschland = Germany : condition of roads = Allemagne : etat des routes = Germania : condizioni stradali = Alemania : estatdo de carreteras = Alemania : mapa stanu dróg w Niemczech, 1939",Straßenzustandskarte von Deutschland = Germany : condition of roads = Allemagne : etat des routes = Germania : condizioni stradali = Alemania : estatdo de carreteras = Alemania : mapa stanu dróg w Niemczech,Ger eng fre ita spa pol,,1939,,,,,,,,,,,,,,,,234,,#1,,,,,,Strassenzustandskarte von Deutschland = Germany : condition of roads = Allemagne : etat des routes = Germania : condizioni stradali = Alemania : estatdo de carreteras = Alemania : mapa stanu dróg w Niemczech,,,Der Deutsche Automobilclub e. V.,,,,,,ger,,,,,,,,,,,,,,,,,
2,,,3912889,"Street map of Hong Kong, 1962",Street map of Hong Kong,Eng chi,,1962,,,,,,,,,,,,,,,,237,,#1,,,,,,Jan Jan's 2nd edition street map of Hong Kong,,,Jan Jan Publishing Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913187,"Street map of Montréal = Cartes des rues de Montréal, 1941",Street map of Montréal = Cartes des rues de Montréal,eng fre,,1941,,,,,,,,,,,,,,,,163,,#1,,,,,,Shell street guide and metropolitan map of Montreal,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913188,"Street map of Montréal = Cartes des rues de Montréal, 1946",Street map of Montréal = Cartes des rues de Montréal,eng fre,,1946,,,,,,,,,,,,,,,,163,,#1,,,,,,Shell street guide and metropolitan map of Montreal,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913189,"Street map of Montréal = Cartes des rues de Montréal, [between 1950 and 1959?]",Street map of Montréal = Cartes des rues de Montréal,eng fre,[between 1950 and 1959?],,,,,,,,,,,,,,,,,163,,#1,,,,,,Metropolitan area of Montreal road map,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913191,"Street map of Montréal = Cartes des rues de Montréal, 1950",Street map of Montréal = Cartes des rues de Montréal,eng fre,,1950,,,,,,,,,,,,,,,,163,,#1,,,,,,Shell street guide and metropolitan map of Montreal,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913196,"Street map of Montréal = Cartes des rues de Montréal, [between 1950 and 1959?]",Street map of Montréal = Cartes des rues de Montréal,eng fre,[between 1950 and 1959?],,,,,,,,,,,,,,,,,163,,#1,,,,,,Metropolitan area of Montreal street guide,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913198,"Street map of Montréal = Cartes des rues de Montréal, 1954",Street map of Montréal = Cartes des rues de Montréal,eng fre,,1954,,,,,,,,,,,,,,,,163,,#1,,,,,,Street guide and metropolitan map of Montreal,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913203,"Street map of Montréal = Cartes des rues de Montréal, 1959",Street map of Montréal = Cartes des rues de Montréal,eng fre,,1959,,,,,,,,,,,,,,,,163,,#1,,,,,,Montreal,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913216,"Street map of Montréal = Cartes des rues de Montréal, 1963",Street map of Montréal = Cartes des rues de Montréal,eng fre,,1963,,,,,,,,,,,,,,,,163,,#1,,,,,,Montreal,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913223,"Street map of Montréal = Cartes des rues de Montréal, 1964",Street map of Montréal = Cartes des rues de Montréal,eng fre,,1964,,,,,,,,,,,,,,,,163,,#1,,,,,,Montreal,,,H.M. Gousha Co.,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3912457,"Suomi Finland, 1952",Suomi Finland,Fin eng,,1952,,,,,,,,,,,,,,,,159,,#1,,,,,,,,,Maanmittaushallituksen kivipaino,,,,,,fin,,,,,,,,,,,,,,,,,
2,,,3912452,"Suomi Finland, 1963",Suomi Finland,Fin swe eng ger,,1963,,,,,,,,,,,,,,,,159,,#1,,,,,,,,,"[General Drafting Co., Inc?]",,,,,,fin,,,,,,,,,,,,,,,,,
2,,,3912456,"Suomi Finland luonnonkulkijan maantiekartta, 1991",Suomi Finland luonnonkulkijan maantiekartta,Eng fin swe ger,,1991,,,,,,,,,,,,,,,,159,,#1,,,,,,,,,World Wildlife Foundation ; Maanmittaushallitus,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3912453,"Suomi Finland Suomen, 1960",Suomi Finland Suomen ,Fin swe eng,,1960,,,,,,,,,,,,,,,,159,,#1,,,,,,Suomi Finland,,,"General Drafting Co., Inc.",,,,,,fin,,,,,,,,,,,,,,,,,
2,,,3912747,"Touring information [northern Italy], 1964",Touring information [northern Italy],eng fre ger,,1964,,,,,,,,,,,,,,,,236,,#1,,,,,,Benvenuto in Italia,,,Shell,,,,,,ger,,,,,,,,,,,,,,,,,
2,,,3912822,"Touring Karte von Österreich, [between 1960 and 1969?]",Touring Karte von Österreich,ita eng fre ger,[between 1960 and 1969?],,,,,,,,,,,,,,,,,237,,#1,,,,,,Österreich = Austria,,,Freytag-Berndt u. Artaria,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3912404,"Tourist map of Norway = Turiskart over Norge, 1958",Tourist map of Norway = Turiskart over Norge,Nor eng,,1958,,,,,,,,,,,,,,,,233,,#1,,,,,,Norway by car,,,Norway Travel Association,,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3912575,"Touristenkarte der Schweiz = Carte touristique da la Suisse = Carta turistica della Svizzera = Tourist map of Switzerland, [approximately 1972?]",Touristenkarte der Schweiz = Carte touristique da la Suisse = Carta turistica della Svizzera = Tourist map of Switzerland,Ger fre ita eng,[approximately 1972?],,,,,,,,,,,,,,,,,160,,#1,,,,,,Karte der Schweiz = Carte de la Suisse = Carta della Svizzera = Map of Switzerland,,,Kümmerly & Frey,,,,,,ger,,,,,,,,,,,,,,,,,
2,,,3912576,"Touristenkarte der Schweiz = Carte touristique da la Suisse = Carta turistica della Svizzera = Tourist map of Switzerland, 1986",Touristenkarte der Schweiz = Carte touristique da la Suisse = Carta turistica della Svizzera = Tourist map of Switzerland,Ger fre ita eng,,1986,,,,,,,,,,,,,,,,160,,#1,,,,,,Touristenkarte der Schweiz = Carte touristique da la Suisse = Carta turistica della Svizzera = Tourist map of Switzerland,,,Hallwag AG,,,,,,ger,,,,,,,,,,,,,,,,,
2,,,3912348,"Tram en bus in Amsterdam, 1975",Tram en bus in Amsterdam,Dut eng fre ger,,1975,,,,,,,,,,,,,,,,233,,#1,,,,,,,,,Stadsdrukkerij van Amsterdam,,,,,,dut,,,,,,,,,,,,,,,,,
2,,,3913036,"Vacation planning guide = guide de préparation des vacances, [between 1970 and 1979?]",Vacation planning guide = guide de préparation des vacances,eng fre,[between 1970 and 1979?],,,,,,,,,,,,,,,,,162,,#1,,,,,,Vacation guide map Atlantic Canada = Carte de vacances Canada Atlantique,,,Maritime Research Management Service (Canada),,,,,,eng,,,,,,,,,,,,,,,,,
2,,,3913222,"Ville-Marie - Old Montréal, [1964?]",Ville-Marie - Old Montréal,eng fre,[1964?],,,,,,,,,,,,,,,,,226,,#1,,,,,,Montreal,,,Economic Developmental Bureau of the City of Montreal,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3913232,"Ville-Marie - Old Montréal, 1972",Ville-Marie - Old Montréal,eng fre,,1972,,,,,,,,,,,,,,,,226,,#1,,,,,,Montréal,,,City of Montreal Public Relations Department,,,,,,fre,,,,,,,,,,,,,,,,,
2,,,3912838,"Wien = Vienna = Vienne = Viena, 1962",Wien = Vienna = Vienne,Ger eng fre,,1962,,,,,,,,,,,,,,,,161,,#1,,,,,,Wiener Rundfahrten = Vienna sightseeing tours,,,Österreichisches Verkehrsbüro,,,,,,ger,,,,,,,,,,,,,,,,,
2,,,3912830,"Wien = Vienna = Vienne = Viena, [1964?]",Wien = Vienna = Vienne = Viena,Ger eng fre ita,[1964?],,,,,,,,,,,,,,,,,161,,#1,,,,,,,,,Fremdenverkehrsstelle der Stadt Wien ; Zentraleparkasse der Gemeinde Wien,,,,,,ger,,,,,,,,,,,,,,,,,
2,,,3912831,"Wien = Vienna = Vienne, 1962",Wien = Vienna = Vienne = Viena,ita eng fre ger spa,,1962,,,,,,,,,,,,,,,,237,,#1,,,,,,,,,Fremdenverkehrsstelle der Stadt Wien ; Bundesamt für Eich - u. Vermessungswesen (Landesaufnahme),,,,,,ger,,,,,,,,,,,,,,,,,
2,,,3912800,"XVII Olimpiade Roma 1960 routes = itineraries = Reiseplane = itinerarios = itinerari, 1960",XVII Olimpiade Roma 1960 routes = itineraries = Reiseplane = itinerarios = itinerari,ita eng fre ger spa,,1960,,,,,,,,,,,,,,,,236,,#1,,,,,,,,,Cartografico A.C. I.,,,,,,ita,,,,,,,,,,,,,,,,,
2,,,3912854,"Zagreb turistički plan grada = Zagreb tourist map of town, 1966",Zagreb turistički plan grada = Zagreb tourist map of town,hrv eng,,1966,,,,,,,,,,,,,,,,237,,#1,,,,,,Zagreb turistički plan grada = Zagreb tourist map of town,,,Turistički savez Zagreba,,,,,,hrv,,,,,,,,,,,,,,,,,
2,,,3912911,"พระนคร-ธนบุรี Plan of Bangkok for tourists, 1960",พระนคร-ธนบุรี Plan of Bangkok for tourists,tha eng,,1960,,,,,,,,,,,,,,,,238,,#1,,,,,,,,,จ คงพันธ์ (C. Kongpan),,,,,,eng,,,,,,,,,,,,,,,,,
